Seed_ID,timestamp,Soil humidity 1,Irrigation field 1,Soil humidity 2,Irrigation field 2,Soil humidity 3,Irrigation field 3,Soil humidity 4,Irrigation field 4,Air temperature (C),Air humidity (%),Pressure (KPa),Wind speed (Km/h),Wind gust (Km/h),Wind direction (Deg),Soil_nutrient_levels,Place,Region,Average_Rainfall,Soil_Moisture,Seedling_growth_rate,Seed_viability,Seed_germination_rate,Soil_texture
1145,2/26/2019 23:10,60.44,0,52,0,26.57,0,35.49,0,22.49,18.2,101.46,5.04,14.2,0,94164,Satna,MADHYA PRADESH,6759,6778,446,1165,97,41
1146,2/26/2019 23:15,60.41,0,52,0,26.52,0,35.44,0,22.41,17.83,101.46,4.69,13.04,0,94165,MANGALURU,KARNATAKA,7003,7088,446,1166,98,40
1147,2/26/2019 23:20,60.39,0,52,0,26.48,0,35.38,0,22.33,17.47,101.46,4.34,11.88,0,94166,SIDHI,MADHYA PRADESH,7031,7164,446,1167,99,47
1148,2/26/2019 23:25,60.36,0,52,0,26.43,0,35.33,0,22.32,16.81,101.46,4.5,11.58,0,94167,BENGALURU,KARNATAKA,7333,7405,446,1168,100,23
1149,2/26/2019 23:30,60.33,0,52,0,26.39,0,35.28,0,22.32,16.15,101.46,4.66,11.27,0,94168,PUNE,MAHARASHTRA,7007,7403,446,1169,101,41
1150,2/26/2019 23:35,60.3,0,52,0,26.34,0,35.23,0,22.3,15.68,101.46,4.23,11.38,0,94169,MUMBAI,MAHARASHTRA,7023,7023,446,1170,102,60
1151,2/26/2019 23:40,60.28,0,52,0,26.29,0,35.18,0,22.27,15.22,101.47,3.8,11.48,0,94170,CHENNAI,TAMIL NADU,7114,7141,446,1171,103,46
1152,2/26/2019 23:45,60.25,0,52,0,26.25,0,35.13,0,22.2,15.06,101.48,3.71,10.28,0,94171,AGARTALA,TRIPURA,7102,7447,446,1172,104,19
1153,2/26/2019 23:50,60.22,0,52,0,26.2,0,35.08,0,22.13,14.89,101.49,3.62,9.09,0,94172,Mandi,HIMACHAL PRADESH,6437,7174,446,1173,105,18
1154,2/26/2019 23:55,60.19,0,52,0,26.16,0,35.03,0,22.04,14.72,101.49,3.66,13.7,0,94173,GURUGRAM,HARYANA,6204,6619,446,1174,106,0
1155,2/27/2019 0:00,60.17,0,52,0,26.11,0,34.97,0,21.94,14.54,101.49,3.69,18.32,0,94174,VADODARA,Gujarat,5519,6295,446,1175,107,28
1156,2/27/2019 0:05,60.14,0,52,0,26.06,0,34.92,0,21.85,14.39,101.49,3.1,12.31,0,94175,Kolkata,WEST BENGAL,5844,5938,446,1176,108,30
1157,2/27/2019 0:10,60.11,0,52,0,26.02,0,34.87,0,21.76,14.24,101.49,2.51,6.3,0,94176,"Durganagar ,Nimta south",WEST BENGAL,6462,6561,446,1177,109,9
1158,2/27/2019 0:15,60.08,0,52,0,25.97,0,34.82,0,21.53,15.09,101.5,2.83,7.1,0,94177,DURG,CHHATTISGARH,6635,6635,446,1178,110,0
1159,2/27/2019 0:20,60.06,0,52,0,25.93,0,34.77,0,21.3,15.94,101.5,3.15,7.89,0,94178,DURG,CHHATTISGARH,7177,7323,681,1179,111,4
1160,2/27/2019 0:25,60.03,0,52,0,25.88,0,34.72,0,21.23,16.3,101.5,3.32,8.12,0,94179,GORAKHPUR,UTTAR PRADESH,7561,7854,681,1180,112,22
1161,2/27/2019 0:30,60,0,52,0,25.83,0,34.67,0,21.17,16.66,101.49,3.5,8.36,0,94180,KARIMPUR,WEST BENGAL,7463,7697,681,1181,113,32
1162,2/27/2019 0:35,60,0,52,0,25.79,0,34.62,0,21.1,17.02,101.49,3.67,8.6,0,94181,MUSTAFABAD,HARYANA,7694,7766,681,1182,114,7
1163,2/27/2019 0:40,60,0,52,0,25.74,0,34.56,0,21.03,17.38,101.49,3.84,8.83,0,94182,AGARTALA,TRIPURA,7949,8039,681,1183,115,19
1164,2/27/2019 0:45,60,0,52,0,25.7,0,34.51,0,20.97,17.74,101.48,4.02,9.07,0,94183,Koothparamba,KERALA,7763,8206,681,1184,116,34
1165,2/27/2019 0:50,60,0,52,0,25.65,0,34.46,0,20.9,18.1,101.48,4.19,9.3,0,94184,ERNAKULAM,KERALA,8075,8078,681,1185,117,24
1166,2/27/2019 0:55,60,0,52,0,25.61,0,34.41,0,20.79,18.44,101.48,4.23,9.73,0,94185,Kattangal,KERALA,8039,8232,687,1186,118,17
1167,2/27/2019 1:00,60,0,52,0,25.56,0,34.36,0,20.67,18.78,101.48,4.26,10.16,0,94186,GURUGRAM,HARYANA,7941,8074,687,1187,119,31
1168,2/27/2019 1:05,60,0,52,0,25.51,0,34.31,0,20.56,19.13,101.47,4.3,10.58,0,94187,SIKAR,RAJASTHAN,8191,8242,687,1188,120,42
1169,2/27/2019 1:10,60,0,52,0,25.47,0,34.26,0,20.45,19.47,101.47,4.33,11.01,0,94188,BENGALURU,KARNATAKA,8776,8789,687,1189,121,14
1170,2/27/2019 1:15,60,0,52,0,25.42,0,34.21,0,20.29,20.3,101.48,4.68,10.52,0,94189,NASHIK,MAHARASHTRA,9353,9353,687,1190,122,27
1171,2/27/2019 1:20,60,0,52,0,25.38,0,34.15,0,20.13,21.14,101.48,5.02,10.04,0,94190,GURUGRAM,HARYANA,9736,9823,687,1191,123,21
1172,2/27/2019 1:25,60,0,52,0,25.33,0,34.1,0,19.97,21.84,101.48,4.55,9.52,0,94191,GREATER NOIDA,UTTAR PRADESH,9601,10077,687,1192,124,24
1173,2/27/2019 1:30,60,0,52,0,25.28,0,34.05,0,19.81,22.53,101.47,4.08,8.99,0,94192,GWALIOR,MADHYA PRADESH,9202,9907,766,1193,125,34
1174,2/27/2019 1:35,60,0,52,0,25.24,0,34,0,19.68,22.84,101.48,4.14,8.99,0,94193,NEW DELHI,DELHI,9695,10199,766,1194,126,35
1175,2/27/2019 1:40,60,0,52,0,25.19,0,33.95,0,19.56,23.16,101.48,4.19,8.99,0,94194,NEW DELHI,DELHI,10905,10978,766,1195,127,43
1176,2/27/2019 1:45,60,0,52,0,25.15,0,33.9,0,19.5,23.03,101.47,4,9.54,0,94195,PATNA,BIHAR,10862,11083,766,1196,128,25
1177,2/27/2019 1:50,60,0,52,0,25.1,0,33.85,0,19.44,22.9,101.46,3.81,10.08,0,94196,Ranchi,JHARKHAND,11082,11315,766,1197,129,19
1178,2/27/2019 1:55,60,0,52,0,25.06,0,33.8,0,19.44,22.94,101.46,4.66,10.98,0,94197,THANE (W),MAHARASHTRA,11605,11686,766,1198,130,25
1179,2/27/2019 2:00,60,0,52,0,25.01,0,33.75,0,19.43,22.99,101.46,5.52,11.88,0,94198,BENGALURU,KARNATAKA,11923,11923,766,1199,131,22
1180,2/27/2019 2:05,60,0,52,0,24.96,0,33.7,0,19.38,23.28,101.45,5.49,12.26,0,94199,GWALIOR,MADHYA PRADESH,14057,14266,584,1200,132,23
1181,2/27/2019 2:10,60,0,52,0,24.92,0,33.65,0,19.34,23.57,101.44,5.46,12.63,0,94200,MUMBAI,MAHARASHTRA,14337,17803,584,1201,133,42
1182,2/27/2019 2:15,60,0,52,0,24.87,0,33.6,0,19.31,23.17,101.44,5.32,12.47,0,94201,GREATER NOIDA,UTTAR PRADESH,13675,16523,584,1202,134,40
1183,2/27/2019 2:20,60,0,52,0,24.83,0,33.55,0,19.28,22.77,101.44,5.17,12.31,0,94202,Dabi,RAJASTHAN,13227,15168,584,1203,135,71
1184,2/27/2019 2:25,60,0,52,0,24.78,0,33.5,0,19.37,21.98,101.43,5.49,12.71,0,94203,GWALIOR,MADHYA PRADESH,15405,15427,584,1204,136,18
1185,2/27/2019 2:30,60,0,52,0,24.73,0,33.45,0,19.46,21.19,101.42,5.81,13.11,0,94204,NOIDA,UTTAR PRADESH,16572,16920,584,1205,137,34
1186,2/27/2019 2:35,60,0,52,0,24.69,0,33.4,0,19.41,21.22,101.42,5.64,12.14,0,94205,NOIDA,UTTAR PRADESH,16040,17500,584,1206,138,4
1187,2/27/2019 2:40,60,0,52,0,24.64,0,33.35,0,19.36,21.24,101.41,5.48,11.16,0,94206,BENGALURU,KARNATAKA,16186,16385,893,1207,139,18
1188,2/27/2019 2:45,60,0,52,0,24.6,0,33.3,0,19.34,21.18,101.41,5.79,12.32,0,94207,BENGALURU,KARNATAKA,16601,16601,893,1208,140,22
1189,2/27/2019 2:50,60,0,52,0,24.55,0,33.25,0,19.31,21.11,101.41,6.09,13.47,0,94208,ARWAL,BIHAR,17515,17760,893,1209,141,38
1190,2/27/2019 2:55,60,0,52,0,24.5,0,33.2,0,19.29,21.05,101.41,6.4,14.63,0,94209,THANE,MAHARASHTRA,18974,19476,893,1210,142,33
1191,2/27/2019 3:00,60,0,52,0,24.46,0,33.15,0,19.2,21.14,101.4,5.98,14.5,0,94210,THIRUVANANTHAPURAM,KERALA,18356,19106,893,1211,143,27
1192,2/27/2019 3:05,60,0,52,0,24.41,0,33.1,0,19.1,21.22,101.4,5.57,14.37,0,94211,PAKAUR,JHARKHAND,17275,19118,893,1212,144,18
1193,2/27/2019 3:10,60,0,52,0,24.37,0,33.05,0,19.05,21.28,101.4,5.94,13.7,0,94212,ERNAKULAM,KERALA,16078,17760,893,1213,145,34
1194,2/27/2019 3:15,60,0,52,0,24.32,0,33,0,18.99,21.34,101.41,6.31,13.04,0,94213,COIMBATORE,TAMIL NADU,15343,16642,368,1214,146,66
1195,2/27/2019 3:20,60,0,52,0,24.28,0,32.95,0,18.94,21.5,101.41,6.29,13.66,0,94214,HYDERABAD,TELANGANA,11833,15898,368,1215,147,47
1196,2/27/2019 3:25,60,0,52,0,24.23,0,32.9,0,18.89,21.66,101.41,6.27,14.29,0,94215,HYDERABAD,TELANGANA,13829,13949,368,1216,148,35
1197,2/27/2019 3:30,60,0,52,0,24.18,0,32.85,0,18.83,21.8,101.4,6.54,14.29,0,94216,HYDERABAD,TELANGANA,12748,14608,368,1217,149,23
1198,2/27/2019 3:35,59.97,0,52,0,24.14,0,32.8,0,18.76,21.94,101.4,6.8,14.29,0,94217,PHIRANGIPURAM,ANDHRA PRADESH,13449,13996,368,1218,150,36
1199,2/27/2019 3:40,59.94,0,52,0,24.09,0,32.75,0,18.71,22.01,101.4,6.63,14,0,94218,PUNE,MAHARASHTRA,14029,14037,368,1219,151,36
1200,2/27/2019 3:45,59.92,0,52,0,24.05,0,32.7,0,18.66,22.08,101.4,6.46,13.71,0,94219,DHANBAD,JHARKHAND,15114,16164,368,1220,152,35
1201,2/27/2019 3:50,59.89,0,52,0,24,0,32.65,0,18.54,22.4,101.4,6.38,12.76,0,94220,NEW TOWN,WEST BENGAL,13937,15864,368,1221,153,15
1202,2/27/2019 3:55,59.86,0,52,0,23.97,0,32.6,0,18.41,22.72,101.4,6.31,11.82,0,94221,Bengaluru,KARNATAKA,14307,14696,368,1222,154,39
1203,2/27/2019 4:00,59.83,0,52,0,23.94,0,32.55,0,18.38,22.55,101.4,6.38,13.41,0,94222,JAIPUR,RAJASTHAN,12350,14682,368,1223,155,48
1204,2/27/2019 4:05,59.81,0,52,0,23.92,0,32.5,0,18.34,22.38,101.41,6.44,15,0,94223,MUMBAI,MAHARASHTRA,12756,12898,388,1224,156,47
1205,2/27/2019 4:10,59.78,0,52,0,23.89,0,32.45,0,18.31,21.84,101.41,6.43,14.36,0,94224,HYDERABAD,TELANGANA,13155,14112,388,1225,157,21
1206,2/27/2019 4:15,59.75,0,52,0,23.86,0,32.4,0,18.28,21.31,101.41,6.42,13.71,0,94225,CHENNAI,TAMIL NADU,13164,13625,388,1226,158,31
1207,2/27/2019 4:20,59.72,0,52,0,23.83,0,32.35,0,18.24,20.76,101.41,6.24,14.5,0,94226,PUNJAIPULIAMPATTI,TAMIL NADU,14845,14978,388,1227,159,13
1208,2/27/2019 4:25,59.69,0,52,0,23.81,0,32.3,0,18.21,20.21,101.41,6.07,15.29,0,94227,BENGALURU,KARNATAKA,14522,15271,388,1228,160,32
1209,2/27/2019 4:30,59.67,0,52,0,23.78,0,32.25,0,18.19,19.92,101.41,6.36,15.92,0,94228,BENGALURU,KARNATAKA,15203,15477,388,1229,161,22
1210,2/27/2019 4:35,59.64,0,52,0,23.75,0,32.2,0,18.16,19.62,101.41,6.65,16.55,0,94229,ATTUR,TAMIL NADU,16765,17462,388,1230,162,40
1211,2/27/2019 4:40,59.61,0,52,0,23.72,0,32.15,0,18.15,19.27,101.41,6.76,16.12,0,94230,CHENNAI,TAMIL NADU,16088,17527,388,1231,163,15
1212,2/27/2019 4:45,59.58,0,52,0,23.69,0,32.1,0,18.14,18.93,101.41,6.86,15.69,0,94231,BURDWAN,WEST BENGAL,14208,16476,388,1232,164,33
1213,2/27/2019 4:50,59.56,0,52,0,23.67,0,32.05,0,18.14,18.7,101.4,7.28,15.34,0,94232,BENGALURU,KARNATAKA,14424,15124,388,1233,165,28
1214,2/27/2019 4:55,59.53,0,52,0,23.64,0,32,0,18.13,18.47,101.4,7.71,15,0,94233,MUMBAI,MAHARASHTRA,13691,14589,388,1234,166,17
1215,2/27/2019 5:00,59.5,0,52,0,23.61,0,31.98,0,18.03,18.54,101.4,7.5,15.19,0,94234,KOLKATA,WEST BENGAL,13106,14968,388,1235,167,20
1216,2/27/2019 5:05,59.47,0,52,0,23.58,0,31.95,0,17.93,18.62,101.4,7.29,15.38,0,94235,KADAPA,ANDHRA PRADESH,13158,13454,388,1236,168,42
1217,2/27/2019 5:10,59.44,0,51.97,0,23.56,0,31.92,0,17.84,18.75,101.4,7.34,17.6,0,94236,HYDERABAD,TELANGANA,13952,13952,388,1237,169,18
1218,2/27/2019 5:15,59.42,0,51.95,0,23.53,0,31.9,0,17.74,18.88,101.4,7.38,19.83,0,94237,MUMBAI,MAHARASHTRA,13268,14371,388,1238,170,27
1219,2/27/2019 5:20,59.39,0,51.92,0,23.5,0,31.88,0,17.61,19.24,101.4,7.04,18.08,0,94238,HYDERABAD,TELANGANA,13642,13767,388,1239,171,32
1220,2/27/2019 5:25,59.36,0,51.9,0,23.47,0,31.85,0,17.48,19.59,101.41,6.7,16.33,0,94239,Badlapur,UTTAR PRADESH,10195,13836,388,1240,172,19
1221,2/27/2019 5:30,59.33,0,51.87,0,23.44,0,31.82,0,17.34,20.24,101.4,6.87,15.14,0,94240,HYDERABAD,TELANGANA,9402,11431,388,1241,173,9
1222,2/27/2019 5:35,59.31,0,51.85,0,23.42,0,31.8,0,17.2,20.89,101.4,7.04,13.95,0,94241,JAIPUR,RAJASTHAN,10943,11199,388,1242,174,36
1223,2/27/2019 5:40,59.28,0,51.82,0,23.39,0,31.78,0,17.13,20.78,101.4,7.08,19.42,0,94242,UDAIPURudipur,RAJASTHAN,11172,11430,388,1243,175,21
1224,2/27/2019 5:45,59.25,0,51.79,0,23.36,0,31.75,0,17.06,20.66,101.4,7.12,24.88,0,94243,Bangalore,KARNATAKA,11656,11656,397,1244,176,40
1225,2/27/2019 5:50,59.22,0,51.77,0,23.33,0,31.72,0,16.99,20.54,101.4,7.16,30.35,0,94244,ADAMPUR,PUNJAB,11288,12889,397,1245,177,42
1226,2/27/2019 5:55,59.19,0,51.74,0,23.31,0,31.7,0,16.92,20.43,101.4,7.2,35.82,0,94245,SATHUPALLY,TELANGANA,10240,11633,397,1246,178,40
1227,2/27/2019 6:00,59.17,0,51.72,0,23.28,0,31.68,0,16.88,20.51,101.41,6.93,27.14,0,94246,Bhubaneswar,ODISHA,10130,10945,397,1247,179,22
1228,2/27/2019 6:05,59.14,0,51.69,0,23.25,0,31.65,0,16.83,20.59,101.42,6.65,18.46,0,94247,"CHAMARAJANAGAR, district and subdistrict",KARNATAKA,10640,10903,397,1248,180,15
1229,2/27/2019 6:10,59.11,0,51.67,0,23.22,0,31.62,0,16.76,20.84,101.44,6.46,28.58,0,94248,KRISHNAGIRI,TAMIL NADU,11057,11422,397,1249,181,38
1230,2/27/2019 6:15,59.08,0,51.64,0,23.19,0,31.6,0,16.69,21.08,101.46,6.28,38.71,0,94249,TUMAKURU,KARNATAKA,10470,11256,397,1250,182,15
1231,2/27/2019 6:20,59.06,0,51.62,0,23.17,0,31.58,0,16.61,21.04,101.46,6.32,37.82,0,94250,KOLKATA,WEST BENGAL,10989,11175,397,1251,183,24
1232,2/27/2019 6:25,59.03,0,51.59,0,23.14,0,31.55,0,16.53,21,101.47,6.36,36.92,0,94251,AHMEDABAD,Gujarat,11475,11475,397,1252,184,22
1233,2/27/2019 6:30,59,0,51.56,0,23.11,0,31.52,0,16.42,21.37,101.48,6.47,25.78,0,94252,GURUGRAM,HARYANA,11179,11756,397,1253,185,24
1234,2/27/2019 6:35,58.97,0,51.54,0,23.08,0,31.5,0,16.32,21.74,101.48,6.58,14.63,0,94253,BHUBANESWAR,ODISHA,10036,11307,397,1254,186,25
1235,2/27/2019 6:40,58.95,0,51.51,0,23.06,0,31.48,0,16.26,21.83,101.48,6.27,14.55,0,94254,NEW DELHI,DELHI,9777,10108,397,1255,187,22
1236,2/27/2019 6:45,58.92,0,51.49,0,23.03,0,31.45,0,16.21,21.92,101.47,5.96,14.46,0,94255,NOIDA,UTTAR PRADESH,8812,10237,397,1256,188,57
1237,2/27/2019 6:50,58.89,0,51.46,0,23,0,31.42,0,16.12,21.69,101.48,6.1,14.2,0,94256,HYDERABAD,TELANGANA,7796,9142,357,1257,189,25
1238,2/27/2019 6:55,58.86,0,51.44,0,22.94,0,31.4,0,16.04,21.46,101.48,6.25,13.95,0,94257,GURUGRAM,HARYANA,8252,8852,357,1258,190,21
1239,2/27/2019 7:00,58.84,0,51.41,0,22.89,0,31.38,0,15.98,21.33,101.49,5.82,13.42,0,94258,PUNE,MAHARASHTRA,8031,9176,357,1259,191,41
1240,2/27/2019 7:05,58.81,0,51.38,0,22.83,0,31.35,0,15.93,21.2,101.5,5.38,12.9,0,94259,Aluva,KERALA,6757,8271,357,1260,192,27
1241,2/27/2019 7:10,58.78,0,51.36,0,22.78,0,31.32,0,15.87,21.07,101.51,4.95,12.37,0,94260,LUDHIANA,PUNJAB,6048,7052,357,1261,193,18
1242,2/27/2019 7:15,58.76,0,51.33,0,22.72,0,31.3,0,15.82,20.94,101.51,4.72,11.52,0,94261,Koothparamba,KERALA,7237,7755,357,1262,194,61
1243,2/27/2019 7:20,58.73,0,51.31,0,22.67,0,31.28,0,15.77,20.81,101.51,4.5,10.67,0,94262,Pune,MAHARASHTRA,7638,7638,357,1263,195,9
1244,2/27/2019 7:25,58.7,0,51.28,0,22.61,0,31.25,0,15.75,20.58,101.52,4.63,10.72,0,94263,UNNAO,UTTAR PRADESH,7885,8272,410,1264,196,1
1245,2/27/2019 7:30,58.68,0,51.26,0,22.56,0,31.22,0,15.73,20.34,101.52,4.76,10.76,0,94264,CHENNAI,TAMIL NADU,8295,8720,410,1265,197,27
1246,2/27/2019 7:35,58.65,0,51.23,0,22.5,0,31.2,0,15.83,19.93,101.52,4.96,11.5,0,94265,CHENNAI,TAMIL NADU,7931,8616,410,1266,198,20
1247,2/27/2019 7:40,58.62,0,51.21,0,22.44,0,31.18,0,15.93,19.52,101.53,5.17,12.24,0,94266,HYDERABAD,TELANGANA,8141,8141,410,1267,199,2
1248,2/27/2019 7:45,58.59,0,51.18,0,22.39,0,31.15,0,15.8,20.02,101.54,4.5,11.48,0,94267,HYDERABAD,TELANGANA,8455,8927,410,1268,200,0
1249,2/27/2019 7:50,58.57,0,51.15,0,22.33,0,31.12,0,15.67,20.51,101.54,3.82,10.71,0,94268,Bangalore,KARNATAKA,8600,8600,410,1269,201,25
1250,2/27/2019 7:55,58.54,0,51.13,0,22.28,0,31.1,0,15.84,20.6,101.54,4.74,11.98,0,94269,CHENNAI,TAMIL NADU,9396,9488,410,1270,202,22
1251,2/27/2019 8:00,58.51,0,51.1,0,22.22,0,31.08,0,16.02,20.7,101.55,5.67,13.26,0,94270,THIRUVANANTHAPURAM,KERALA,9825,10136,410,1271,203,32
1252,2/27/2019 8:05,58.49,0,51.08,0,22.17,0,31.05,0,16.5,20.4,101.56,5.9,13.99,0,94271,KAWARDHA,CHHATTISGARH,10149,10208,410,1272,204,28
1253,2/27/2019 8:10,58.46,0,51.05,0,22.11,0,31.02,0,16.98,20.09,101.57,6.14,14.72,0,94272,KOLKATA,WEST BENGAL,10326,11123,410,1273,205,43
1254,2/27/2019 8:15,58.43,0,51.03,0,22.06,0,31,0,17.33,20.23,101.58,6.14,14.46,0,94273,LUCKNOW,UTTAR PRADESH,10513,10553,410,1274,206,28
1255,2/27/2019 8:20,58.41,0,51,0,22,0,30.87,0,17.67,20.37,101.59,6.15,14.2,0,94274,VADODARA,Gujarat,11232,11232,431,1275,207,32
1256,2/27/2019 8:25,58.38,0,50.95,0,21.94,0,30.75,0,18.08,20.34,101.59,6.68,25.01,0,94275,BHANDARA,MAHARASHTRA,10479,11372,431,1276,208,54
1257,2/27/2019 8:30,58.35,0,50.9,0,21.89,0,30.62,0,18.49,20.31,101.59,7.22,35.82,0,94276,BENGALURU,KARNATAKA,9939,10660,431,1277,209,27
1258,2/27/2019 8:35,58.32,0,50.85,0,21.83,0,30.5,0,18.97,19.9,101.6,7.47,41.91,0,94277,AHMEDABAD,Gujarat,9735,9937,431,1278,210,30
1259,2/27/2019 8:40,58.3,0,50.79,0,21.78,0,30.37,0,19.45,19.48,101.6,7.72,48,0,94278,AHMEDABAD,Gujarat,9547,10288,431,1279,211,25
1260,2/27/2019 8:45,58.27,0,50.74,0,21.72,0,30.24,0,19.94,18.84,101.6,8.13,39.79,0,94279,AHMEDABAD,Gujarat,9407,9796,431,1280,212,39
1261,2/27/2019 8:50,58.24,0,50.69,0,21.67,0,30.12,0,20.43,18.21,101.61,8.54,31.58,0,94280,GURUGRAM,HARYANA,9502,9669,431,1281,213,14
1262,2/27/2019 8:55,58.22,0,50.64,0,21.61,0,29.99,0,21.11,17.32,101.62,8.45,33.06,0,94281,BENGALURU,KARNATAKA,10246,10394,431,1282,214,8
1263,2/27/2019 9:00,58.19,0,50.59,0,21.56,0,29.87,0,21.79,16.42,101.62,8.36,34.54,0,94282,HYDERABAD,TELANGANA,10393,10687,431,1283,215,22
1264,2/27/2019 9:05,58.16,0,50.54,0,21.5,0,29.74,0,22.47,15.52,101.62,8.26,36.02,0,94283,GUWAHATI,ASSAM,10353,10385,431,1284,216,27
1265,2/27/2019 9:10,58.14,0,50.49,0,21.44,0,29.61,0,23.15,14.63,101.63,8.17,37.5,0,94284,AURANGABAD,MAHARASHTRA,10850,10977,431,1285,217,43
1266,2/27/2019 9:15,58.11,0,50.44,0,21.39,0,29.49,0,23.62,13.76,101.64,8.39,41.39,0,94285,NEW DELHI,DELHI,11002,11102,431,1286,218,16
1267,2/27/2019 9:20,58.08,0,50.38,0,21.33,0,29.36,0,24.09,12.88,101.65,8.61,45.28,0,94286,HYDERABAD,TELANGANA,11136,11497,431,1287,219,40
1268,2/27/2019 9:25,58.05,0,50.33,0,21.28,0,29.24,0,24.51,12.16,101.66,9.44,36.76,0,94287,Ponda,Goa,11444,11532,431,1288,220,48
1269,2/27/2019 9:30,58.03,0,50.28,0,21.22,0,29.11,0,24.92,11.45,101.67,10.28,28.24,0,94288,BHILWARA,RAJASTHAN,10694,11500,431,1289,221,25
1270,2/27/2019 9:35,58,0,50.23,0,21.17,0,28.98,0,25.36,10.8,101.67,10.09,49.42,0,94289,GUWAHATI,ASSAM,9692,10804,431,1290,222,29
1271,2/27/2019 9:40,57.96,0,50.18,0,21.11,0,28.86,0,25.8,10.15,101.67,9.9,70.59,0,94290,AHMEDABAD,Gujarat,9336,9951,431,1291,223,60
1272,2/27/2019 9:45,57.92,0,50.13,0,21.06,0,28.73,0,26.16,9.66,101.67,10.5,63.86,0,94291,THANE,MAHARASHTRA,8513,9415,431,1292,224,22
1273,2/27/2019 9:50,57.88,0,50.08,0,21,0,28.61,0,26.51,9.18,101.67,11.1,57.14,0,94292,NAGPUR,MAHARASHTRA,8828,9351,431,1293,225,37
1274,2/27/2019 9:55,57.83,0,50.03,0,20.93,0,28.48,0,26.77,9.08,101.68,10.75,42.06,0,94293,Ahmedabad,Gujarat,8607,8853,431,1294,226,35
1275,2/27/2019 10:00,57.79,0,49.97,0,20.85,0,28.35,0,27.03,8.98,101.69,10.4,26.97,0,94294,NOIDA,UTTAR PRADESH,8956,9603,431,1295,227,23
1276,2/27/2019 10:05,57.75,0,49.92,0,20.78,0,28.23,0,26.85,8.82,101.7,12.3,34.54,0,94295,PUNE,MAHARASHTRA,8958,9173,431,1296,228,24
1277,2/27/2019 10:10,57.71,0,49.87,0,20.71,0,28.1,0,26.67,8.66,101.7,14.2,42.11,0,94296,SOHNA,HARYANA,8069,9215,431,1297,229,15
1278,2/27/2019 10:15,57.67,0,49.82,0,20.63,0,27.97,0,26.84,8.52,101.7,14.67,41.74,0,94297,BENGALURU,KARNATAKA,7783,8291,431,1298,230,18
1279,2/27/2019 10:20,57.62,0,49.77,0,20.56,0,27.85,0,27.02,8.37,101.71,15.14,41.38,0,94298,Bangalore,KARNATAKA,8005,8323,431,1299,231,14
1280,2/27/2019 10:25,57.58,0,49.72,0,20.49,0,27.72,0,27.54,8.2,101.71,14.05,40.69,0,94299,KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,7813,8322,431,1300,232,39
1281,2/27/2019 10:30,57.54,0,49.67,0,20.41,0,27.6,0,28.06,8.02,101.71,12.96,40,0,94300,FAIZABAD,UTTAR PRADESH,7398,7891,431,1301,233,12
1282,2/27/2019 10:35,57.5,0,49.62,0,20.34,0,27.47,0,28.17,7.72,101.71,14.42,48.57,0,94301,CHENNAI,TAMIL NADU,8182,8344,431,1302,234,43
1283,2/27/2019 10:40,57.46,0,49.56,0,20.27,0,27.34,0,28.29,7.42,101.71,15.89,57.14,0,94302,KOTTAYAM,KERALA,8390,8620,431,1303,235,45
1284,2/27/2019 10:45,57.42,0,49.51,0,20.19,0,27.22,0,28.56,7.42,101.71,14.86,61.9,0,94303,MUMBAI,MAHARASHTRA,8846,8937,431,1304,236,24
1285,2/27/2019 10:50,57.38,0,49.46,0,20.12,0,27.09,0,28.84,7.43,101.71,13.82,66.67,0,94304,HYDERABAD,TELANGANA,8565,8939,431,1305,237,52
1286,2/27/2019 10:55,57.33,0,49.41,0,20.05,0,26.97,0,28.85,7.18,101.72,14.92,66.67,0,94305,DARWHA,MAHARASHTRA,8361,8736,431,1306,238,18
1287,2/27/2019 11:00,57.29,0,49.36,0,19.97,0,26.84,0,28.86,6.92,101.72,16.01,66.67,0,94306,DARWHA,MAHARASHTRA,8666,8902,431,1307,239,38
1288,2/27/2019 11:05,57.25,0,49.31,0,19.9,0,26.71,0,28.82,6.84,101.71,16.92,93.34,0,94307,HYDERABAD,TELANGANA,8449,8613,431,1308,240,24
1289,2/27/2019 11:10,57.21,0,49.26,0,19.83,0,26.59,0,28.78,6.75,101.7,17.82,120,0,94308,NASHIK,MAHARASHTRA,7921,8498,431,1309,241,28
1290,2/27/2019 11:15,57.17,0,49.21,0,19.75,0,26.46,0,29.16,6.45,101.7,16.87,114.54,0,94309,BENGALURU,KARNATAKA,7797,8200,431,1310,242,19
1291,2/27/2019 11:20,57.12,0,49.15,0,19.68,0,26.34,0,29.55,6.15,101.69,15.92,109.09,0,94310,CHENNAI,TAMIL NADU,7809,7837,431,1311,243,45
1292,2/27/2019 11:25,57.08,0,49.1,0,19.61,0,26.21,0,29.6,6.02,101.68,16.01,98.99,0,94311,GANDHINAGAR,Gujarat,7081,7979,431,1312,244,27
1293,2/27/2019 11:30,57.04,0,49.05,0,19.53,0,26.08,0,29.64,5.88,101.68,16.1,88.89,0,94312,PUNE,MAHARASHTRA,6684,7171,431,1313,245,15
